accession,SMILES
platinum_BGC0000564.fasta,Cc1oc(-c2coc(C(C)NC(=O)c3coc(CNC(=O)CNC(=O)CNC(=O)C(NC(=O)c4coc(C(NC(=O)c5coc(C(NC(=O)c6csc(-c7csc(-c8csc(-c9csc(-c%10coc(-c%11csc(-c%12csc(-c%13csc(C(N)CS)n%13)n%12)n%11)n%10)n9)n8)n7)n6)C(C)C)n5)C(C)C)n4)C(C)C)n3)n2)nc1C(=O)NCC(=O)NCC(=O)NCC(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NCC(=O)NCC(=O)NC(CC(N)=O)C(=O)O
platinum_BGC0000578.fasta,CCC(C)C(NC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C1CCC(=O)NCC(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CCCCN)C(=O)N1)C(C)CC)C(=O)O
platinum_BGC0000579.fasta,CCC(C)C1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)CNC(=O)C2CSSCC3NC(=O)CC(NC(=O)C(C(C)O)NC(=O)C(CSSCC(C(=O)NC(C(=O)O)C(C)C)NC1=O)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)CNC(=O)C(Cc1c[nH]c4ccccc14)NC(=O)C(C(C)C)NC3=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NCC(=O)N2
platinum_BGC0000616.fasta,CCC(C)C1NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)C(CO)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)CC)NC(=O)C(CCSC)NC(=O)C(C(C)O)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CO)NC(=O)C(C(C)CC)NC(=O)C(C)NC(=O)CNC(=O)C(C)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)CNC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C(CO)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C(CC(=O)O)NC(=O)C(C(C)CC)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CO)NC1=O
platinum_BGC0000620.fasta,CCC(C)C(NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(NC(=O)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)C(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(C)NC(=O)C(CCSC)NC=O)C(C)C)C(C)C)C(C)C)C(C)CC)C(C)CC)C(C)C)C(C)C)C(C)CC)C(C)CC)C(=O)NC(CCCCN)C(=O)O
platinum_BGC0000623.fasta,CCC(C)C1NC(=O)C(CC(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(N)CCCCN)CSSCC2NC(=O)C(CSCC(C(=O)NC3C(=O)NC(CC(C)C)C(=O)NC4CSCC(C(=O)NC(CC(N)=O)C(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CSC3C)NC(=O)C(CCC(=O)O)NC(=O)C(Cc3c[nH]cn3)NC4=O)NC(=O)C(C(C)C)NC(=O)C(Cc3c[nH]cn3)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC2=O)NC1=O
platinum_BGC0000697.fasta,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1
platinum_BGC0000702.fasta,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
platinum_BGC0000705.fasta,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
platinum_BGC0000710.fasta,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O
platinum_BGC0000718.fasta,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O
platinum_BGC0000719.fasta,NC1CC(N)C(O)C(O)C1O
platinum_BGC0000813.fasta,COC(=O)C1(O)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
platinum_BGC0000826.fasta,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
platinum_BGC0000828.fasta,O=C1NC(c2c[nH]c3ccc(O)cc23)=CC1=C1C(=O)Nc2ccccc21
platinum_BGC0000830.fasta,O=C1NC(c2c[nH]c3ccc(O)cc23)=CC1=C1C(=O)Nc2ccccc21
platinum_BGC0000845.fasta,O=C(O)C1C(=CCO)OC2CC(=O)N21
platinum_BGC0000852.fasta,CC1=NC(C(=O)O)CCN1
platinum_BGC0000853.fasta,CC1=NC(C(=O)O)CCN1
platinum_BGC0000854.fasta,CC1=NC(C(=O)O)CCN1
platinum_BGC0000855.fasta,CC1=NC(C(=O)O)CCN1
platinum_BGC0000856.fasta,CC1=NC(C(=O)O)CCN1
platinum_BGC0000858.fasta,CC1=NC(C(=O)O)CCN1
platinum_BGC0000859.fasta,CC1=NC(C(=O)O)CCN1
platinum_BGC0000860.fasta,CC1=NC(C(=O)O)CCN1
platinum_BGC0000861.fasta,CCC=CCC=CC(O)C(O)C=CC=CCC=CCCCC(=O)O
platinum_BGC0000862.fasta,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O
platinum_BGC0000863.fasta,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O
platinum_BGC0000908.fasta,Cc1c(=O)c(=O)c2c3c[nH]c4c(C)c(=O)c(=O)c(c5c[nH]c1c52)c43
platinum_BGC0000909.fasta,Cc1c(=O)c(=O)c2c3c[nH]c4c(C)c(=O)c(=O)c(c5c[nH]c1c52)c43
platinum_BGC0000911.fasta,Cc1c(=O)c(=O)c2c3c[nH]c4c(C)c(=O)c(=O)c(c5c[nH]c1c52)c43
platinum_BGC0000958.fasta,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C
platinum_BGC0000976.fasta,C=CCC(CCC(C)=CC=CCCC=CC1CSC(C2CC2C)=N1)OC
platinum_BGC0000980.fasta,CC1C(OS(=O)(=O)O)CC2CC(C(O)c3cc(=O)[nH]c(=O)[nH]3)N=C3NCC1N32
platinum_BGC0000989.fasta,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1
platinum_BGC0000990.fasta,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1
platinum_BGC0000999.fasta,CCC1CC2CC3C4CC=CC(=O)NCCC(O)C5NC(O)=C(C(=O)C=CC4CC(O)C3C2C1C)C5=O
platinum_BGC0001007.fasta,COC=CC(=O)c1cc2c3c(c(N)cc(NC(C)=O)c3n1)N=C2
platinum_BGC0001013.fasta,CCC1=CCC(C(C)=CC(C)C(C)O)OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CCC2C)CC(O)C(C)C(O)CC(O)CC(O)C(C)=CC(C)CC(C)C1O
platinum_BGC0001016.fasta,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C
platinum_BGC0001041.fasta,CC12OC(=O)C1(C(O)C1C=CCCC1)NC(=O)C2CCCl
platinum_BGC0001053.fasta,CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)c1nc(C(=O)NC(Cc2ccc(O)cc2)CC(C)C(=O)O)cs1)C(C)C
platinum_BGC0001083.fasta,CC(C)=CCCC1(C)C2CC(=C(C)C)CC23C(=O)C1(Cl)C(=O)c1c(O)cc(O)cc13
platinum_BGC0001085.fasta,C=CC1(C)CCC(C)(C(C)C)c2cc3c4c(c[nH]c4c21)CC(CO)NC(=O)C(C(C)C)N3C
platinum_BGC0001093.fasta,CC=CC(O)C(C)(C)C1CC=CC=CC=CC(OC)Cc2nc(co2)C(=O)OC(C(C)(C)C(O)C=CC)CC=CC2OC2C=CC=Cc2nc(co2)C(=O)O1
platinum_BGC0001095.fasta,CCCCCCCCCCCCCC(O)CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1Cc2ccc(cc2)OC(=O)C(C(C)CC)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCC(N)=O)NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)O)NC1=O
platinum_BGC0001109.fasta,C=C1CC(OC)(C(O)C(=O)NC(OC)C2CC(O)C(C)(C)C(CC(COC)OC)O2)OC(C)C1C
platinum_BGC0001155.fasta,CNC(=O)CC1NC(O)c2csc(n2)-c2ccc(-c3nc(C4=NC(C(=O)N5CCCC5C(N)=O)CO4)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(O)CNC(=O)c2nc(sc2COC)C(C(C)C)NC(O)c2nc1sc2C
platinum_BGC0001157.fasta,COC(=O)CC(NC(=O)C(NC(=O)C(N=C1NCC(=O)N2CCC(C)C2C(=O)NC(C(C)C)C(=O)NC1C(C)(C)C)C(C)(C)C)C(C)c1ccccc1)c1nccs1
platinum_BGC0001162.fasta,C=CCCCCCCCCCCCCCCC
platinum_BGC0001163.fasta,C=CCCCCCCCCCCCCCCC
platinum_BGC0001164.fasta,C=CCCCCCCCCCCCCCCC
platinum_BGC0001170.fasta,Cc1oc(-c2coc(C(C)NC(=O)c3coc(CNC(=O)CNC(=O)CNC(=O)C(NC(=O)c4coc(C(NC(=O)c5coc(C(NC(=O)c6csc(-c7csc(-c8csc(-c9csc(-c%10coc(-c%11csc(-c%12csc(-c%13csc(C(N)CS)n%13)n%12)n%11)n%10)n9)n8)n7)n6)C(C)C)n5)C(C)C)n4)C(C)C)n3)n2)nc1C(=O)NCC(=O)NCC(=O)NCC(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NCC(=O)NCC(=O)NC(CC(N)=O)C(=O)O
platinum_BGC0001173.fasta,CCC(C)C(NC(=O)c1nc(-c2nc(-c3csc(-c4nc(-c5csc(C(CCCNC(=N)N)N(C)C)n5)oc4C)n3)oc2C)oc1C)C(=O)NC(c1nc(-c2nc(-c3nc(-c4nc(C5=NC(C(=O)NC(Cc6ccccc6)C(=O)O)C(C)O5)co4)co3)co2)co1)C(C)CC
platinum_BGC0001185.fasta,CC1OC(=O)C(NC(=O)CNC(=O)c2cccc(O)c2O)C(C)OC(=O)C(NC(=O)CNC(=O)c2cccc(O)c2O)C(C)OC(=O)C1NC(=O)CNC(=O)c1cccc(O)c1O
platinum_BGC0001196.fasta,CC(C)CC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC1=O
platinum_BGC0001203.fasta,CC(C)CC(C(=O)NC(C(=O)NC(C(=O)NC(C)C(=O)C1(C)CO1)C(C)O)C(C)C)N(C)C(=O)CCCCCCC(C)(C)O
platinum_BGC0001226_fixed.fasta,CCC(C)C1NC(=O)CNC(=O)C(C(C)C)NC(=O)C2CSCC(NC1=O)C(=O)NC(C(=O)NC(C)C(=O)O)CSC(C)C(NC(=O)CNC(=O)C(N)CO)C(=O)NC1CSC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C3NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(CSC3C)NC(=O)C(C)NC1=O)C(=O)NC(C(C)C)C(=O)N2
platinum_BGC0001230.fasta,CCC(C)C1NC(=O)C(NC(=O)C(C)C(O)C(C)C)C(C)OC(=O)C2COC(=O)CNC(=O)C=CC3(CO3)C(C)Oc3ccc(cc3)C(NC1=O)C(=O)N(C)C(Cc1ccccc1)C(=O)NC(C(C)O)C(=O)N2
platinum_BGC0001232_merged.fasta,COC1=CC(C)=CC(C)C(O)C(C)CC(C)=CC=CC(OC)C(C(C)C(O)C(C)C2(O)CC(OC3OC(C)C(O)C(O)C3OC)C(C)C(C(C)C)O2)OC1=O
platinum_BGC0001284.fasta,Cc1cc(O)cc2oc(=O)c3c(O)cc(O)cc3c12
platinum_BGC0001297.fasta,CCCC=Cc1ccccc1C=CC(=O)NC1C(=O)N(C)C(=Cc2ccc(O)cc2)C(=O)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)NC(C(C)O)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)OC1C
platinum_BGC0001301.fasta,CC1=CCC2C(C=CC3C(C)C=CC=CC(C)OC(=O)C(C)C(O)CC(=O)C32)C1
platinum_BGC0001338.fasta,CC1=C2C(=COC(C)C2C)C(=O)C(C(=O)O)=C1O
platinum_BGC0001347_merged.fasta,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)OC1C
platinum_BGC0001350.fasta,C=C1C=C(C)CC2CC(OC(=O)C=C(C)C=CCC(O)C1)C(C)(C(O)C=C(C)CC(O)C(C)(C)C(O)CC(O)C(C)C(O)CC(CC(=C)C(=CBr)OC)OC(=O)CCCCCCCCCCCCCCC)O2
platinum_BGC0001353_merged.fasta,C=CC(C)=CCC1(C)SC(=O)C(C)=C1O
platinum_BGC0001354_merged.fasta,C=CC(C)=CC1(CC)SC(=O)C(CC(N)=O)=C1O
platinum_BGC0001355_merged.fasta,C=CC(C)=CC1(CC)SC(=O)C(CC(N)=O)=C1O
platinum_BGC0001364.fasta,CCC12NC(=O)C(C(C)O)NC(=O)CNC(=O)C(O)(CC(=O)O)NC(=O)C3(C)NC(=O)C(C(C)C)NC(=O)C(Cc4ccccc4)NC(=O)C4(CC)NC(=O)C(Cc5ccccc5)NC(=O)C5CCCN5C(=O)CNC(=O)C(C)NC(=O)C(C)(NC(=O)C(C)(NC(=O)C(CC)(NC(=O)C(CO)NC(=O)C(C)NC(=O)C(C)S1)S3)S4)NC(CCCCN)(C(=O)O)NC2=O
platinum_BGC0001368.fasta,Cn1cc(C2=NC(C)(C(=O)NC(C(=O)NC(C)(CO)C(=O)O)C3CCCN3)CO2)c2c(O)cc(Cl)cc21
platinum_BGC0001392.fasta,CC=C1NC(=O)C(=CC)NC(=O)C2CSC(C)C(NC(=O)C(Cc3cnc[nH]3)NC(=O)C(=CC)NC(=O)C3CCCN3C(=O)C(Cc3cnc[nH]3)NC(=O)C(C)=O)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(Cc3cnc[nH]3)C(=O)NC(CC(C)C)C(=O)N2)C(C)SCC(C(=O)O)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC1=O
platinum_BGC0001395.fasta,CCCCCC=CCCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)O3)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)O)NC2=O)OC(CO)C(O)C1O
platinum_BGC0001406.fasta,CC1NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(CO)NC(=O)CC(N)C(=O)O)C(C)OC(=O)C2C(O)CCN2C(=O)C(C(O)C(C)C)NC(=O)C(C(C)c2c[nH]c3ccccc23)NC(=O)C(=Cc2c[nH]c3ccccc23)NC(=O)C2C(O)CCN2C(=O)CNC1=O
platinum_BhtA.fasta,C=C(NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)CNC(=O)C(N)C(C)CC)C(C)C)C(C)C)C(=O)NC(=CC)C(=O)NC(Cc1ccccc1)C(=O)NC1CSCC(C(=O)NC2C(=O)NC(C(C)C)C(=O)NC3C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CSC2C)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)O)CSC3C)NC(=O)C(C(C)CC)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC1=O
platinum_Bialaphos.fasta,CC(NC(=O)C(C)NC(=O)C(N)CCP(C)(=O)O)C(=O)O
platinum_bleomycin.fasta,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1
platinum_borrelidin.fasta,CC1CC(C)CC(C)C(O)C(C#N)=CC=CCC(C2CCCC2C(=O)O)OC(=O)CC(O)C(C)C1
platinum_bovicin_hj50.fasta,CCC(C)C1NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)CC)NC(=O)C(C(C)C)NC(=O)C(CC(N)=O)NC(=O)C2CCCN2C(=O)C2CSC(C)C(NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(Cc3c[nH]c4ccccc34)NC(=O)CNC(=O)C(CCCNC(=N)N)NC(=O)C(CC(=O)O)NC(=O)C(C)N)C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)N2)C(C)SCC(C(=O)NC(C)C(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC(=O)C2CSSCC(NC1=O)C(=O)NC(C)C(=O)NCC(=O)NC(C(C)O)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)N2
platinum_bryostatin.fasta,CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(C(C)O)OC(=O)C(O)CCC3CC(OC(C)=O)C(C)(C)C(O)(CC4CC(=CC(=O)OC)CC(C=CC(C)(C)C1(O)O2)O4)O3
platinum_burhizin.fasta,CC1NC(=O)CNC(=O)CNC(=O)CCC(C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C)NC(=O)C(CCCCN)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCC(N)=O)NC(=O)CNC1=O
platinum_butyrivibriocin_AR10.fasta,CCC(C)C1NC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(C(C)CC)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C(C(C)O)NC(=O)C(C(C)C)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C(C)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)CNC(=O)CNC(=O)C(C)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CC(N)=O)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(C(C)CC)NC(=O)CNC(=O)C(CCSC)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(C(C)CC)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)CC)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)NC1=O
platinum_butyrivibriocin_OR79.fasta,C=C(NC(=O)C1CSC(C)C2NC(=O)C(CC(N)=O)NC(=O)C(CCSC)NC(=O)C(Cc3c[nH]cn3)NC(=O)C3CSC(C)C(NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CN)C(C)C)C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(CSCC(NC(=O)C(=CC)NC(=O)C(Cc4ccccc4)NC(=O)C(C(C)CC)NC(=O)C(Cc4ccccc4)NC(=O)C(CCC(N)=O)NC(=O)C(Cc4c[nH]c5ccccc45)NC2=O)C(=O)N1)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CCC(=O)O)C(=O)N3)C(=O)O
platinum_C-1027.fasta,C=C1Oc2cc(OC)cc(C(=O)OC3COC(=O)CC(N)c4cc(O)c(c(Cl)c4)OC4C#CC=C3C#CC3=CC=CC34OC3OC(C)(C)C(N(C)C)C(O)C3O)c2NC1=O
platinum_capistruin.fasta,CCC(C)C(NC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C1CC(=O)NCC(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)N1)C(C)C)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O
platinum_carnocyclin.fasta,CCC(C)C1NC(=O)CNC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(C(C)CC)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)CC)NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(C(C)CC)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)CNC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(C(C)O)NC(=O)C(C(C)C)NC(=O)CNC(=O)CNC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(C)NC1=O
